,review,predicted,label
2886,"disappointed,movie,ms,english,says,fan,original,movie,taken,great,piece,artistic,work,transformed,flatlined,hohum,youve,come,long,way,baby,production,tried,like,meg,ryans,mary,haines,boring,didnt,feel,husbands,affair,emotional,struggle,deep,hurt,original,movie,norma,shearers,mary,haines,felt,betrayed,shocked,vulnerable,confused,angry,production,fake,sisterhood,theme,actually,wifes,wordsand,didnt,shed,tear,chuckle,performances,note,worthy,debra,messing,bette,midler,wanted,bette,protagonist,movie,sylvia,fowler,character,sub,themes,crystal,allen,fire,remake,department,store,encounter,annette,benning,miss,mendez,luke,warm,pacing,slow,obviously,version,needed,updated,wasnt,reason,original,version,worked,characters,dealing,man,problems,subject,way,isnt,outdated,magic,original,movie,movie,sexes,saw,men",pos,neg
2893,"believe,entire,book,written,odyssey,remake,classic,film,film,loosely,based,hollywood,started,talking,enterprise,reaction,negative,aspects,gone,wrong,starting,solid,ensemble,original,unforgettable,thats,exactly,things,begin,souring,selection,actresses,remarkable,work,suited,parts,sadly,directed,heavy,hand,director,doesnt,understand,appreciate,source,materialbr,focus,direction,direction,taken,obliterate,good,original,film,called,updating,lets,drain,story,humor,snappy,dialogue,interesting,premise,lets,prove,women,come,long,way,problem,dont,watching,film,women,truly,goingbr,starters,casting,meg,ryan,central,role,proves,fatal,movie,locked,sort,limbo,women,dont,change,appearances,years,working,movies,mary,proved,difficult,role,s,grew,interaction,stereotypes,like,dorothy,wizard,oz,learning,observing,realizing,choice,matter,choice,women,celebrate,nowadays,fun,ride,fun,catty,silly,slapstick,routines,elevated,movie,realm,sublime,earth,thud,changing,nature,sylvia,film,lost,lot,spark,isnt,annette,benings,fault,couldnt,help,admiring,tried,save,sinking,ship,got,sinking,feeling,struggled,horrible,lines,handled,thankfully,entertained,looking,terrific,outfits,kept,reminding,talented,lady,sylvia,wise,flawed,great,creation,unfortunately,ms,english,wasnt,paying,attention,work,loses,control,character,turned,film,fresh,directionbr,wasnt,biggest,blasphemy,original,joan,crawford,probably,best,performances,woman,crystal,legendary,conniving,lines,incendiary,moves,duplicitous,maneuvers,sexy,poses,link,male,female,knew,catastrophe,provided,tension,men,women,dangerous,sexy,ultimate,femme,fatale,woman,intelligence,feared,admired,importantly,wanted,destroy,save,heroine,eva,mendes,gorgeous,dimensional,outing,weak,writing,bad,castingbr,atrocities,film,addition,terrible,role,mensing,dedicated,mother,lives,having,babies,annoying,lesbian,turn,pinkett,comes,biggest,waste,talent,movie,bette,middler,little,unrecognizable,shows,spark,acidic,delivery,reminds,contemporary,angle,film,taken,words,revive,big,needed,naughtiness,film,exciting,fly,gone,film,minutes,fades,away,middle,muddlebr,movie,raised,anticipation,level,truly,disappointed,film,joined,successful,sex,city,amazing,transition,big,screen,respected,source,material,didnt,compromise,gave,bigger,better,adaptation,truly,updated,successful,women,present,reincarnation,needs,rework,like,hulk,year,find,suitable,performers,good,writer,truly,treasures,good,movies",pos,neg
2901,"movie,states,protagonist,world,essentially,sadness,pain,ignore,blinders,argue,true,accept,true,movies,ending,disputes,saying,good,tragic,situations,b,forgets,uses,cliched,montage,order,leave,audience,feeling,upliftedbr,movie,metaphorically,acquits,protagonist,presenting,sympathetic,character,despite,evidence,sympathy,shows,contempt,supporting,characters,compelling,filmbr,film,script,consistent,theme,direction,bring,ending,sync,rest,film,excellent,performances,given,member,cast,especially,spacey,olin,martin,donovan,ann,magnuson,shame,werent,supported,better,writerdirector",pos,neg
2907,"brotherhood,satan,stupefying,combination,conventional,horror,elements,mixed,imaginative,characterization,direction,bernard,mceveety,starts,father,charles,bateman,ben,driving,west,pretty,blondes,luscious,ahna,capri,nicky,daughter,geri,reischl,kt,things,weirder,weirder,trio,approach,town,hillsboro,gripped,satanic,cult,dullish,travelers,hit,hillsboro,action,switches,films,interesting,assemblage,characters,townies,lq,jones,pete,sheriff,strother,martin,doc,charles,robinson,jack,priest,alvy,moore,tobey,interplay,fun,soon,gets,silly,predictable,mr,martin,standout,expect,considers,possibility,satanic,cult,cockandbull,story,course,leader,come,children,ending,puzzling,films,original,title",pos,neg
2911,"film,worth,seeing,classic,sense,length,film,released,process,demention,good,acting,story,plot,great,movie,quiz,question,historical,standpoint,seen,d,process,polarized,lenses",pos,neg
2918,"carlos,original,comic,series,amusing,forthright,comments,observations,fresh,missed,couple,seasons,allegations,stealing,material,caught,couple,episodes,mind,mencia,end,july,bit,change,carlos,toilet,humor,sex,jokes,race,observations,episode,sort,implied,league,chris,rock,dave,chappelle,think,comedy,central,season,episodes,saw,sounded,tired,samey,words,beeped,osbournes,carlos,standup,couple,years,fresh,material,try",pos,neg
2920,"carlos,mencia,funny,stand,specials,train,wreck,tv,series,carlos,mencia,funny,trying,convince,people,years,steals,comedians,jokes,far,comedy,material,goes,regular,johnnycomelately,far,subpar,results,psycho,astronaut,jokes,britney,spears,breakdown,jokes,hope,scheduling,error,come,carlos,comedy,central,topics,run,gamut,late,night,tv,hosts,opening,monologues,saturday,night,live,mad,tv,lampooning,ethnic,racial,stereotypes,comedy,stands,chance,evolving,carlos,mencia,people,especially,viewers,comedy,central,executives,point,weeks,issue,new,york,magazine,accurately,labeled,carlos,mencia,unrepentant,jokefilcher",pos,neg
2935,"nowadays,minority,comedians,feel,okay,slander,minority,expect,away,carlos,mencia,george,lopez,difference,watching,comedian,carlos,mencia,think,hates,people,think,forced,pattern,hispaniclatinospanish,version,dave,chappelle,horrible,mistake,note,mencia,block,party,movie,like,santana,tierra,el,chicano,christina,agullaria,jennifer,lopez,shakira,reunion,cast,xica,da,silva,stage,dont,carlos,mencia,likes,use,word,beaners,dave,chappelle,liked,n,word,funny,acceptable,people,carols,mencia,likes,youre,offended,bad,offense,defense,said,asked,acceptedbr,carols,mencia,goes,disrespects,assumes,comedy,comedy,funny,finesse,able,look,laugh,comedy,laugh,enforcing,stereotypes,races,believed,beginningbr,mind,mencia,needs,polishing,carlos,mencia,needs,polishing,find,funny,set,prejudices,motion,mind,mencia,pass",pos,neg
2943,"young,id,early,saturday,morning,watch,cartoons,turn,local,channel,called,kung,fu,theatre,wasnt,films,works,art,wasnt,films,came,china,japan,korea,country,particular,story,fighting,swordplay,fisticuffs,fighting,didnt,resemble,going,american,gym,class,good,wasnt,good,great,action,flicks,incredibly,overdramatic,music,hero,reaped,vengeance,host,bad,guys,credits,rollbr,sword,moon,like,films,youth,arguably,bit,thematic,throwback,given,welcome,twist,muddying,characters,increasingly,difficult,tell,bad,guys,goodbr,yun,cho,jae,hyun,known,kingdom,human,butcher,kills,quickly,mercilessly,behalf,chun,dynasty,chief,bodyguard,emperor,spared,life,life,men,exchange,service,equally,merciless,rebel,lovely,sidekick,appear,countryside,start,murdering,imperial,ministers,yun,agrees,find,rebels,kill,task,personal,discovery,learns,rebels,choi,friend,past,love,shi,yeongbr,sadly,sword,doesnt,distinguish,action,films,stunning,cinematography,nearly,entirely,wasted,shoddy,editing,portions,film,loosely,hard,believe,inevitably,film,intended,atmosphere,story,tend,gravitate,dark,mood,tone,sacrificed,neverending,parade,flashbacks,main,characters,given,healthy,story,arc,shouldve,quick,easy,action,film,gets,weighed,far,personal,baggage,film,suffers,resultbr,ive,read,film,marks,koreas,real,foray,world,arthouse,action,pieces,likes,crouching,tiger,hidden,dragon,time,id,strongly,suggest,producers,stick,little,martial,little,art",pos,neg
2944,"obvious,vanity,press,julie,movie,blake,lets,begin,traitor,world,war,redeems,falling,love,friends,presumably,patriots,german,citizens,expendable,die,winds,heroine,ok,scenes,drunken,pilot,buffoons,work,french,intelligence,cant,described,wont,mention,rocks,romantic,scenes,female,way,visit,museum,look,gaze,reran,video,priceless,farce,romantic,classic,war,movie,dont,know,wont",pos,neg
2945,"stylized,hollywood,westerns,familiar,conventions,eternal,life,avatar,scraped,drawer,larger,budget,applied,production,issuebr,gary,cooper,played,sort,role,dozens,times,displaced,southerner,fast,draw,firm,honor,kinda,easy,going,possible,plays,blayde,hollister,travels,texas,looking,gang,destroyed,cotton,plantation,wears,buckskinfringed,shirt,packs,ivoryhandled,shooters,speaks,countrified,accent,feller,hurt,doin,cf,sergeant,york,gang,led,sneering,raymond,massey,buys,sells,land,usually,underhanded,means,possible,gang,includes,steve,cochran,play,westerner,hes,good,scum,bags,general,requisite,woman,ruth,roman,daughter,mexican,plantation,owner,looks,speaks,mexican,boston,brown,bettybr,dont,think,ill,bother,plot,doubt,gone,detail,worth,mention,western,labyrinthine,cooper,friends,underhanded,multiple,double,crosses,switched,identities,hidden,secretsbr,retro,plot,dialog,wardrobe,music,score,warners,stalwart,max,steiner,hes,guy,scored,king,kong,movie,released,coopers,way,blayde,hollister,prompted,look,records,raca,real,american,cowboy,associaton,cropped,archives,date,beginning,time,february,th,real,cowboy,passed,away,unfortunate,encounter,deranged,peccary,real,cowboy,blayde,hollister,yes,blayde,matter,fact,record,real,cowboy,named,wade,luke,cole,matt,popular,names,genuine,cowboys,descending,order,frequency,clarence,mortimer,noble,nebukadnezzar,plautus,pinchbeck,hortensebr,movie,released,routine,calamitous,monument,history,human,recycling",pos,neg
2947,"finished,watching,horribly,depressing,drama,realized,light,recent,dramas,ones,considered,abnormal,aware,life,tragic,suggest,nauseatingly,defeatist,counterproductive,conclusion,relationships,outlooks,like,presented,movie,grounded,fact,degree,instead,realized,films,determination,great,tragedy,trivial,boring,situations,suffocating,dysfunctional,families,friendships,continue,play,sort,attempt,knock,previous,distortions,family,life,existing,s,earlier,personality,character,aberrations,subtle,supplanting,instead,reality,things,actually,fact,watching,longer,dysfunctional,fact,normal,existence,set,circumstances,actually,existed,previously,unaware,ignored,deniedbr,problem,films,trying,point,nearly,identical,form,read,synopsis,film,immediately,thought,ice,storm,watching,depressing,lifelessness,travis,family,endure,repeated,emotional,berating,immediately,recalled,american,beauty,regards,interactions,parents,middle,child,tim,drew,similarities,igby,goes,imaginary,heroes,novel,experience,maybe,refreshing,deemed,honest,portrayal,character,said,permitted,exist,films,family,idiotic,think,anyways,considering,seeing,kinds,relationships,displayed,films,like,ordinary,people,early,wellversed,viewer,films,offer,new,fact,tired,testimony,filmmakers,try,outdo,trauma,apathy,pack,family,extends,neighbors,friends,fact,imaginary,heroes,latest,genre,think,films,accurately,declare,genre,crams,disasters,surprises,family,prize,finds,daytime,talk,host,story,family,tested,suicide,eldest,son,talented,decorated,swimmer,hated,sport,passion,youngest,son,knew,father,daze,blinded,push,competitiveness,allstar,son,clear,mother,sister,relationship,young,manbr,granted,entertaining,extent,find,material,exhaustively,depressing,performances,good,especially,sigourney,weaver,jeff,daniels,sure,hope,filmmakers,future,wishing,add,commentary,struggling,familial,relationships,coincidentally,uppermiddle,class,white,suburban,families,intend,offer,new,way,material,insight,distinction,consequently,purpose",pos,neg
2951,"viewers,independent,films,know,twice,year,going,stories,dysfunctional,families,come,expect,challenge,fresh,despite,good,cast,story,travis,family,trying,recover,suicide,matt,kip,pardue,promising,high,school,swimmer,ben,jeff,daniels,father,withdraws,treated,son,tim,emile,hirsch,matt,communicate,sort,mother,sandy,sigourney,weaver,finds,stash,pot,starts,smoke,itbr,spoiler,alert,sandy,starts,flirt,younger,men,like,checkout,cashier,grocery,store,attempts,buy,marijuana,gets,busted,hauled,jail,doesnt,tell,happened,discover,bruises,tims,body,ben,taken,leave,absence,work,happens,sandy,falls,ill,lands,hospital,life,danger,forces,ben,realize,come,terms,losing,familybr,film,written,directed,dan,harris,worked,bryan,singer,x,upcoming,superman,film,script,allows,characters,genuine,moments,expressing,pain,confusion,story,things,thrown,script,touches,different,areas,need,scorecard,track,including,drugs,sex,love,infidelity,abuse,neglect,experimentation,homosexuality,life,threatening,illness,scenarios,werent,harris,tacks,plot,twist,end,thats,supposed,sum,explain,everyones,feelings,tim,roll,eyes,times,way,script,kept,unrolling,thing,admit,didnt,hate,film,credit,actors,good,scene,film,wish,story,concentrated,weaver,character,hirsch,weaver,exceptional,sharper,script,role,maybe,led,oscar,nomination,instead,endless,scenes,hirsch,parties,shenanigans,neighbor,door,harris,shows,good,writerdirector,effort,throws,different,things,audience,material,labored,contrived",pos,neg
2952,"somewhatbelligerent,brother,suicide,finds,mother,grieve,way,acting,dad,morose,blaming,writerdirector,dan,harris,gives,dysfunctional,family,torn,seams,characters,question,marks,hanging,lays,storypoints,obvious,terms,suicide,secrets,gay,shame,family,sickness,ultimately,aiming,wrap,things,tidy,bow,harris,wants,sure,dont,miss,trick,initially,giving,thoughtful,material,ponder,spelling,elementary,sentimental,fashion,sigourney,weavers,bemused,performance,family,matriarch,dryly,disengaged,shes,joythat,harris,gives,makeover,complete,sensible,new,hairstyle,cinematic,equivalent,condescending,pat,head",pos,neg
2953,"combining,drama,adequate,comedy,touchy,best,times,looking,comedy,muslim,world,pulled,thanks,topical,subject,fantastic,script,mention,albert,brooks,excellent,broodish,character,portrayal,man,year,cant,come,close,comparison,messy,message,folded,forced,jokes,twisted,love,story,completely,unbelievablebr,premise,initially,promising,jon,stewartlike,comedy,news,guy,president,united,states,happens,independent,runner,tom,dobbs,robin,williams,rv,successful,tv,personality,pressured,running,audience,comes,manager,jack,christopher,walken,click,writer,eddie,lewis,black,little,chance,successful,run,tom,dobbs,amazingly,wins,electionbr,eleanor,green,laura,linney,exorcist,emily,rose,computer,whiz,company,designed,new,software,electronic,voting,polling,stations,finds,glitch,system,quickly,swept,rug,companys,owner,dark,attorney,alan,jeff,goldblum,independence,day,poised,lose,billions,dollars,word,gets,companys,evil,men,decided,discredit,andor,kill,eleanor,sure,tells,eleanor,able,presidentelect,dobbs,finally,spill,beans,unbelievable,love,story,starts,blossoming,dobbs,goes,saturday,night,live,explains,world,removing,newly,elected,president,ending,careers,computer,company,oh,saving,ms,greens,lifebr,sound,funny,comedy,forcefully,wedged,story,awkward,robin,williams,blazes,moments,debate,quickly,doused,gravity,president,bears,himbr,message,film,interesting,debatable,special,interest,owns,presidential,candidates,im,sure,theres,substantial,truth,wanted,movie,wanted,comedy,man,year,isnt",pos,neg
